taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,intron_per_kb
339724,5037,Histoplasma_capsulatum_nam1.ASM14958v1,Histoplasma capsulatum NAm1,strain=NAm1,GCA_000149585,2007-09,2007-09,PRJNA12654,Scaffold,Broad Institute,33030326,9313,2.774045251
994086,388859,Hydnomerulius_pinastri_md_312.Hydpi2,Hydnomerulius pinastri MD-312,strain=MD-312,GCA_000827185,2015-02,2015-02,PRJNA207871,Scaffold,DOE Joint Genome Institute,38278792,7910,3.849882407
945553,71945,Hypholoma_sublateritium_fd_334_ss_4.Hypsu1,Hypholoma sublateritium FD-334 SS-4,strain=FD-334 SS-4,GCA_000827495,2015-03,2015-03,PRJNA70685,Scaffold,JGI,48031814,17766,3.670039363
39966,39966,Hypsizygus_marmoreus.ASM160531v1,Hypsizygus marmoreus,strain=51987-8,GCA_001605315,2016-04,2016-04,PRJNA312409,Scaffold,Korea University,41626055,15560,4.43329949
933084,202697,Jaapia_argillacea_mucl_33604.Jaaar1,Jaapia argillacea MUCL 33604,strain=MUCL 33604,GCA_000697665,2014-06,2014-06,PRJNA207685,Scaffold,DOE Joint Genome Institute,45045899,16373,3.832211019
1365824,1392244,Kalmanozyma_brasiliensis_ghg001.PSEUBRA1,Kalmanozyma brasiliensis GHG001,strain=GHG001,GCA_000497045,2014-04,2014-04,PRJNA217085,Scaffold,Laboratorio Nacional de Ciencia e Tecnologia do Bioetanol,17325407,5765,0.6595191282
1071382,432096,Kazachstania_africana_cbs_2517.Ka_CBS2517,Kazachstania africana CBS 2517,strain=type strain:CBS 2517,GCA_000304475,2015-02,2015-02,PRJEA70967,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",11130140,5374,0.07629930796
1071383,588726,Kazachstania_naganishii_cbs_8797.ASM34898v1,Kazachstania naganishii CBS 8797,strain=type strain:CBS 8797,GCA_000348985,2015-02,2015-02,PRJEA70969,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",10845821,5317,0.06820147395
28985,28985,Kluyveromyces_lactis.ASM251v1,Kluyveromyces lactis,strain=NRRL Y-1140,GCA_000002515,2015-02,2015-02,PRJNA13835,Complete Genome,Genolevures Consortium,10689156,5076,0.06835732092
1003335,4911,Kluyveromyces_marxianus_dmku3_1042.Kmar_1.0,Kluyveromyces marxianus DMKU3-1042,strain=DMKU3-1042,GCA_001417885,2014-01,2014-01,PRJDA65233,Complete Genome,Yamaguchi University,10966467,5117,0.03313004241
4911,4911,Kluyveromyces_marxianus.KM1777_03,Kluyveromyces marxianus,strain=NBRC 1777,GCA_001417835,2014-10,2014-10,PRJDB2891,Complete Genome,"Organization of Advanced Science and Technology, Kobe University",10895581,4902,0
981350,460519,Komagataella_pastoris_cbs_7435.PicPas_Mar2011,Komagataella phaffii CBS 7435,strain=CBS 7435,GCA_000223565,2015-02,2015-02,PRJEA62483,Chromosome,"Institute for Genomics and Bioinformatics, Graz University of Technology",9402723,5001,0.2656811256
644223,460519,Komagataella_pastoris.GCA_000027005.1,Komagataella phaffii GS115,NA,GCA_000027005,2009-07,2009-07,PRJEA37871,Chromosome,"Unit for Molecular Glycobiology, Department for Molecular Biomedical Research, VIB, UGent, Belgium",9216378,5039,0.1684366767
1382522,317047,Kuraishia_capsulata_cbs_1993.AUH_PRJEB4427_v1,Kuraishia capsulata CBS 1993,strain=CBS 1993,GCA_000576695,2015-08,2015-08,PRJEB4427,Scaffold,Genoscope CEA,11371246,6029,0.3349575889
1095629,89243,Laccaria_amethystina_laam_08_1.Laccaria_amethystina_LaAM-08-1_v1_0,Laccaria amethystina LaAM-08-1,strain=LaAM-08-1,GCA_000827195,2015-12,2015-12,PRJNA196025,Scaffold,DOE Joint Genome Institute,52197432,21018,3.494966076
486041,29883,Laccaria_bicolor_s238n_h82.V1.0,Laccaria bicolor S238N-H82,strain=S238N-H82,GCA_000143565,2008-03,2008-03,PRJNA19043,Scaffold,Laccaria Genome Consortium,64877444,18215,4.500836984
1245769,1245769,Lachancea_lanzarotensis.LALA0,Lachancea lanzarotensis,strain=CBS 12615,GCA_000938715,2015-02,2015-02,PRJEB7950,Scaffold,INRA UMR 1319,11092131,5056,0.1086314856
559295,381046,Lachancea_thermotolerans_cbs_6340.ASM14280v1,Lachancea thermotolerans CBS 6340,strain=CBS 6340,GCA_000142805,2015-02,2015-02,PRJNA12499,Chromosome,Génolevures Consortium,10392862,5092,0.09664247958
985895,5022,Leptosphaeria_maculans.ASM23037v1,Leptosphaeria maculans JN3,NA,GCA_000230375,2012-02,2012-02,PRJNA63129,Scaffold,Genoscope,45124619,12469,2.246820591
1714833,1714833,Leucoagaricus_sp_symc_cos.ASM156373v1,Leucoagaricus sp. SymC.cos,strain=SymC.cos,GCA_001563735,2016-08,2016-08,PRJNA295288,Scaffold,BGI,110566701,698,2.449164095
1263082,42458,Lichtheimia_corymbifera_jmrc_fsu_9682.454Minimus,Lichtheimia corymbifera JMRC:FSU:9682,strain=FSU 9682,GCA_000723665,2014-09,2014-09,PRJEB3978,Scaffold,HKI JENA,33531723,12282,3.304464996
572092,572091,Lichtheimia_ramosa.Lramosa_hybrid_454_Illumina,Absidia idahoensis var. thermophila,NA,GCA_000945115,2015-10,2015-10,PRJEB6289,Scaffold,HKI JENA,30708998,11504,3.397494787
379508,36914,Lodderomyces_elongisporus_nrrl_yb_4239.ASM14968v1,Lodderomyces elongisporus NRRL YB-4239,strain=NRRL YB-4239,GCA_000149685,2009-06,2009-06,PRJNA12899,Scaffold,Broad Institute,15547272,5798,0.01751734391
1126212,35725,Macrophomina_phaseolina_ms6.MphMS6_1.0,Macrophomina phaseolina MS6,strain=MS6,GCA_000302655,2014-08,2014-08,PRJNA78845,Contig,"Advanced Studies of Genomics, Proteomics and Bioinformatics (ASGPB), University of Hawaii & Basic and Applied Research on Jute (BARJ), Bangladesh Jute Research Institute",48882845,13805,1.40747152
100816,100816,Madurella_mycetomatis.ASM127576v2,Madurella mycetomatis,strain=mm55,GCA_001275765,2016-04,2016-04,PRJNA267680,Scaffold,ErasmusMC,582697,171,1.782089006
242507,318829,Magnaporthe_oryzae.MG8,Magnaporthe oryzae 70-15,strain=70-15,GCA_000002495,2011-09,2012-03,PRJNA13840,Chromosome,International Rice Blast Genome Consortium,41027733,12592,2.158552216
644358,148304,Magnaporthe_poae.Mag_poae_ATCC_64411_V1,Magnaporthiopsis poae ATCC 64411,strain=ATCC 64411,GCA_000193285,2011-03,2012-03,PRJNA37933,Scaffold,Broad Institute,39503331,11209,1.78907644
77020,77020,Malassezia_pachydermatis.MalaPachy,Malassezia pachydermatis,strain=CBS 1879,GCA_001278385,2015-10,2015-10,PRJNA288787,Scaffold,University of Utrecht,8150648,4200,1.496414097
1230383,76777,Malassezia_sympodialis_atcc_42132.ASM34930v2,Malassezia sympodialis ATCC 42132,strain=ATCC 42132,GCA_000349305,2015-09,2015-09,PRJEB417,Scaffold,SciLifeLab,7669689,3312,1.071828076
1072389,698440,Marssonina_brunnea_f_sp_multigermtubi_mb_m1.ASM29877v1,Marssonina brunnea f. sp. 'multigermtubi' MB_m1,strain=MB_m1,GCA_000298775,2012-09,2012-09,PRJNA66127,Scaffold,Nanjing Forestry University,51949877,10027,2.190075029
747676,203908,Melampsora_laricipopulina.GCA_000204055.1,Melampsora larici-populina 98AG31,strain=98AG31,GCA_000204055,2011-04,2011-04,PRJNA46711,Scaffold,US DOE Joint Genome Institute (JGI-PGF),101129028,16371,3.869923958
655827,92637,Metarhizium_acridum_cqma_102.MetAcr_May2010,Metarhizium acridum CQMa 102,strain=CQMa 102,GCA_000187405,2011-02,2011-02,PRJNA38715,Scaffold,Metarhizium genome sequencing Consortium,39422329,9849,1.478319457
1081103,92629,Metarhizium_album_arsef_1941.MAM_1_0_for_version_1_of_the_Metarhizium_album_genome,Metarhizium album ARSEF 1941,strain=ARSEF 1941,GCA_000804445,2014-12,2014-12,PRJNA72731,Scaffold,"Shanghai Institutes for Biological Sciences, CAS",30449065,8472,1.449625567
655844,568076,Metarhizium_anisopliae_arsef_23.MAA_2_0,Metarhizium robertsii ARSEF 23,strain=ARSEF 23,GCA_000187425,2014-12,2014-12,PRJNA38717,Scaffold,Metarhizium genome sequencing Consortium,41656800,11688,1.355419931
1276135,5530,Metarhizium_anisopliae_arsef_549.MAN_1.0,Metarhizium anisopliae ARSEF 549,strain=ARSEF 549,GCA_000814975,2015-05,2015-05,PRJNA184754,Scaffold,"Shanghai Insititutes for Biological Sciences, CAS",38504274,10891,1.347176682
1291519,5530,Metarhizium_anisopliae_brip_53284.ASM42698v1,Metarhizium anisopliae BRIP 53284,strain=BRIP 53284,GCA_000426985,2015-03,2015-03,PRJNA188935,Scaffold,"EH Graham Centre for Agricultural Innovation, School of Agricultural and Wine Sciences, Charles Sturt University",38088637,11456,1.611564713
1291518,5530,Metarhizium_anisopliae_brip_53293.ASM42696v1,Metarhizium anisopliae BRIP 53293,strain=BRIP 53293,GCA_000426965,2015-03,2015-03,PRJNA188933,Scaffold,"EH Graham Centre for Agricultural Innovation, School of Agricultural and Wine Sciences, Charles Sturt University",38672492,11415,1.615670757
5530,5530,Metarhizium_anisopliae.Metarhizium_anisopliae,Metarhizium anisopliae,strain=E6,GCA_000739145,2014-09,2014-09,PRJNA245858,Contig,LNCC,38477109,10795,1.380956596
1276141,500148,Metarhizium_brunneum_arsef_3297.MBR_1.0,Metarhizium brunneum ARSEF 3297,strain=ARSEF 3297,GCA_000814965,2015-01,2015-01,PRJNA184756,Scaffold,"Shanghai Insititutes for Biological Sciences, CAS",37066166,10689,1.350721846
1276136,169041,Metarhizium_guizhouense_arsef_977.MGU_1.0,Metarhizium guizhouense ARSEF 977,strain=ARSEF 977,GCA_000814955,2015-01,2015-01,PRJNA184755,Scaffold,"Shanghai Insititutes for Biological Sciences, CAS",43465197,11787,1.303034946
1276143,1650735,Metarhizium_majus_arsef_297.MAJ_1.0,Metarhizium majus ARSEF 297,strain=ARSEF 297,GCA_000814945,2015-01,2015-01,PRJNA184757,Scaffold,"Shanghai Insititutes for Biological Sciences, CAS",42062993,11535,1.311073264
568076,568076,Metarhizium_robertsii.MR2010_11_27,Metarhizium robertsii,strain=ARSEF 2575,GCA_000591435,2014-11,2014-11,PRJNA230500,Scaffold,U.S. Department of Agriculture,40317276,12321,1.617597209
294746,4929,Meyerozyma_guilliermondii_atcc_6260.ASM14942v1,Meyerozyma guilliermondii ATCC 6260,strain=ATCC 6260,GCA_000149425,2009-06,2009-06,PRJNA12729,Scaffold,Broad Institute,10609954,5920,0.0047204375
683840,288795,Microbotryum_violaceum.GCA_000166175.1,Microbotryum lychnidis-dioicae p1A1 Lamole,strain=p1A1 Lamole,GCA_000166175,2010-11,2010-11,PRJNA41281,Scaffold,Broad Institute,26138885,7364,3.624030346
196109,196109,Microdochium_bolleyi.Microdochium_bolleyi_v1_0,Microdochium bolleyi,strain=J235TASD1,GCA_001566295,2016-03,2016-03,PRJNA308023,Scaffold,DOE Joint Genome Institute,38835037,13164,1.510652282
535722,63402,Microsporum_gypseum_cbs_118893.MS_CBS118893,Nannizzia gypsea CBS 118893,strain=CBS 118893,GCA_000150975,2015-07,2015-07,PRJNA20599,Scaffold,Broad Institute,23272942,8906,2.177127398
559304,4920,Millerozyma_farinosa_cbs_7064.ASM31589v1,Millerozyma farinosa CBS 7064,strain=CBS 7064,GCA_000315895,2015-02,2015-02,PRJEA73835,Chromosome,Genolevures,21459642,10082,0.1183890857
1485682,1485682,Mitosporidium_daphniae.UGP1.0,Mitosporidium daphniae,strain=UGP3,GCA_000760515,2014-10,2014-10,PRJNA243305,Contig,Illinois Institute of Technology,5636959,3330,1.424976555
764103,34349,Mixia_osmundae_iam_14324_gca_000708205.Mixia_osmundae_v1_0,Mixia osmundae IAM 14324,strain=IAM 14324,GCA_000708205,2014-06,2014-06,PRJNA205560,Scaffold,DOE Joint Genome Institute,13634488,6858,3.058226694
764103,34349,Mixia_osmundae_iam_14324.Mosmundae_2.0,Mixia osmundae IAM 14324,strain=IAM 14324,GCA_000241205,2015-10,2015-10,PRJDA48573,Contig,Mixia osmundae genome sequencing consortium,13393708,6726,3.321560672
84753,84753,Moesziomyces_antarcticus.ASM74776v1,Moesziomyces antarcticus,strain=JCM 10317,GCA_000747765,2014-09,2014-09,PRJDB2910,Scaffold,National Institute of Advanced Industrial Science and Technology,18111965,4675,0.832635122
1391700,84754,Moesziomyces_aphidis_dsm_70725.PseuAph1.0,Moesziomyces aphidis DSM 70725,strain=DSM 70725,GCA_000517465,2016-02,2016-02,PRJNA215967,Scaffold,Fraunhofer IGB,17921702,6011,0.8582278167
554373,153609,Moniliophthora_perniciosa_fa553.ASM18302v1,Moniliophthora perniciosa FA553,strain=FA553,GCA_000183025,2015-12,2015-12,PRJNA28951,Scaffold,"Universidade Estadual de Campinas (UNICAMP), Brazil",26663261,13524,4.861122709
221103,221103,Moniliophthora_roreri.ASM146670v1,Moniliophthora roreri,strain=MCA 2952,GCA_001466705,2016-01,2016-01,PRJNA279170,Scaffold,Purdue University,57384356,20131,4.870577024
1381753,221103,Moniliophthora_roreri_mca_2997.M_roreri_MCA_2997_v1,Moniliophthora roreri MCA 2997,NA,GCA_000488995,2014-08,2014-08,PRJNA213737,Contig,"USDA-ARS, UNICAMP (Brazil), Penn State, UNC",52204869,17910,4.369666888
1069443,78898,Mortierella_verticillata_nrrl_6337.Mort_vert_NRRL_6337_V1,Mortierella verticillata NRRL 6337,strain=NRRL 6337,GCA_000739165,2014-08,2014-08,PRJNA20603,Scaffold,Broad Institute,41912894,1482,1.821442636
91626,91626,Mucor_ambiguus.ASM95059v1,Mucor ambiguus,strain=NBRC 6742,GCA_000950595,2015-11,2015-11,PRJDB3023,Scaffold,National Institute of Advanced Industrial Science and Technology (AIST),40737472,11343,2.593344694
1220926,36080,Mucor_circinelloides_f_circinelloides_1006phl.Muco_sp_1006Ph_V1,Mucor circinelloides f. circinelloides 1006PhL,strain=1006PhL,GCA_000401635,2013-06,2013-06,PRJNA172437,Scaffold,Broad Institute,36348485,12227,2.595756283
573729,78579,Myceliophthora_thermophila_atcc_42464.ASM22609v1,Thermothelomyces thermophila ATCC 42464,strain=ATCC 42464,GCA_000226095,2016-03,2016-03,PRJNA32775,Complete Genome,DOE Joint Genome Institute,38744216,9097,1.729425924
321146,321146,Mycosphaerella_eumusae.ASM157823v1,Mycosphaerella eumusae,strain=CBS 114824,GCA_001578235,2016-10,2016-10,PRJNA289096,Scaffold,University of California Davis,47119461,10927,1.366110523
1064592,27288,Naumovozyma_castellii_cbs_4309.ASM23734v1,Naumovozyma castellii CBS 4309,strain=type strain:CBS 4309,GCA_000237345,2015-02,2015-02,PRJEA70625,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin",11219539,5590,0.07869808175
1071378,27289,Naumovozyma_dairenensis_cbs_421.ASM22711v2,Naumovozyma dairenensis CBS 421,strain=type strain:CBS 421,GCA_000227115,2015-02,2015-02,PRJEA70961,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",13527580,5544,0.06955151154
881290,586133,Nematocida_parisii_ertm1.Nema_parisii_ERTm1_V3,Nematocida parisii ERTm1,strain=ERTm1,GCA_000250985,2012-05,2012-05,PRJNA51843,Scaffold,Broad Institute,4071346,2661,0.0005072566704
935791,586133,Nematocida_parisii_ertm3.Nema_parisii_ERTm3_V1,Nematocida parisii ERTm3,strain=ERTm3,GCA_000190615,2012-05,2012-05,PRJNA61123,Scaffold,Broad Institute,4147597,2726,0
944018,1155007,Nematocida_sp_1_ertm2.Nema_parisii_ERTm2_V1,Nematocida sp. 1 ERTm2,strain=ERTm2,GCA_000250695,2012-03,2012-03,PRJNA61785,Scaffold,Broad Institute,4700711,2770,0
1138374,1155007,Nematocida_sp_1_ertm6.Nema_sp_1_ERTm6_V2,Nematocida sp. 1 ERTm6,strain=ERTm6,GCA_000738915,2015-12,2015-12,PRJNA82177,Scaffold,Broad Institute,4276041,2433,0
1287680,310453,Neofusicoccum_parvum_ucrnp2.UCRNP2V3,Neofusicoccum parvum UCRNP2,NA,GCA_000385595,2013-05,2013-05,PRJNA187491,Scaffold,UC Davis,42592847,10366,2.095447805
78410,78410,Neonectria_ditissima.R0905_v2.0,Neonectria ditissima,strain=R09/05,GCA_001306435,2015-10,2015-10,PRJNA292426,Contig,Harrison Lab Group,45719213,12685,1.562976842
331117,36630,Neosartorya_fischeri.CADRE,Aspergillus fischeri NRRL 181,strain=NRRL 181,GCA_000149645,2005-11,2010-11,PRJNA15672,Scaffold,TIGR,32551711,10398,1.788924704
5141,5141,Neurospora_crassa_gca_000786625.Neucr_trp3_1,Neurospora crassa,strain=73,GCA_000786625,2014-12,2014-12,PRJNA250607,Scaffold,DOE Joint Genome Institute,40416174,11650,1.73475756
367110,5141,Neurospora_crassa.NC12,Neurospora crassa OR74A,strain=OR74A,GCA_000182925,2014-01,2014-01,PRJNA13841,Chromosome,Broad Institute,41102378,9730,1.625050206
510951,40127,Neurospora_tetrasperma_fgsc_2508.v2.0,Neurospora tetrasperma FGSC 2508,strain=FGSC 2508,GCA_000213175,2011-06,2011-06,PRJNA65273,Scaffold,US DOE Joint Genome Institute (JGI-PGF),39146333,10380,1.854486536
510952,40127,Neurospora_tetrasperma_fgsc_2509.v1.0,Neurospora tetrasperma FGSC 2509,strain=FGSC 2509,GCA_000213195,2011-10,2011-10,PRJNA65453,Scaffold,US DOE Joint Genome Institute (JGI-PGF),39123460,11186,1.917505871
1037528,35231,Nosema_apis_brl_01.NapisBRLv01,Nosema apis BRL 01,strain=BRL 01,GCA_000447185,2013-08,2013-08,PRJNA66735,Scaffold,"Bee Research Laboratory, USDA-ARS, Beltsville, MD",8569501,2764,0.817315195
578461,27978,Nosema_bombycis_cq1.NosBomCQ1_v1.0,Nosema bombycis CQ1,strain=CQ1,GCA_000383075,2013-05,2013-05,PRJNA30919,Scaffold,The Institute of Sericulture and Systems Biology (ISSB) of Southwest University (SWU),15689776,4468,0.03639573903
40302,40302,Nosema_ceranae.ASM98816v1,Nosema ceranae,strain=PA08 1199,GCA_000988165,2015-05,2015-05,PRJNA209464,Contig,University of Ottawa,5690748,3209,0.001251932066
578460,40302,Nosema_ceranae_brl01.ASM18298v1,Nosema ceranae BRL01,strain=BRL01,GCA_000182985,2014-08,2014-08,PRJNA32971,Contig,USDA-ARS Bee Research Laboratory,7860219,2060,0.005853650485
871575,1005962,Ogataea_parapolymorpha_dl_1.Hansenula_2,Ogataea parapolymorpha DL-1,strain=DL-1,GCA_000187245,2014-05,2014-05,PRJNA60503,Chromosome,Centre,8874589,5325,0.152666814
913774,78148,Oidiodendron_maius_zn.Oidiodendron_maius_Zn_v1_0,Oidiodendron maius Zn,strain=Zn,GCA_000827325,2015-02,2015-02,PRJNA74727,Scaffold,JGI,46426256,16701,1.78300215
911162,72228,Ophiocordyceps_sinensis_co18.ASM44836v1,Ophiocordyceps sinensis CO18,strain=CO18,GCA_000448365,2013-08,2013-08,PRJNA59569,Scaffold,Shanghai Institutes for Biological Sciences,78515811,6972,1.480196697
268505,268505,Ophiocordyceps_unilateralis.ASM127257v1,Ophiocordyceps unilateralis,strain=SC16a,GCA_001272575,2015-09,2015-09,PRJNA280567,Scaffold,Utrecht University,25493697,7821,1.75507822
1262450,61273,Ophiostoma_piceae_uamh_11346.Opiceae_UAMHv01,Ophiostoma piceae UAMH 11346,strain=UAMH 11346,GCA_000410735,2013-06,2013-06,PRJNA182071,Scaffold,University of British Columbia,32840360,8884,1.112702275
1354746,174685,Ordospora_colligata_oc4.ASM80326v1,Ordospora colligata OC4,strain=OC4,GCA_000803265,2015-01,2015-01,PRJNA210314,Contig,University of British Columbia,2290528,1820,0.04194361758
482561,121759,Paracoccidioides_brasiliensis_pb03.Paracocci_br_Pb03_V2,Paracoccidioides brasiliensis Pb03,strain=Pb03,GCA_000150475,2014-11,2014-11,PRJNA27779,Scaffold,Broad Institute,29062735,8427,1.989449071
502780,121759,Paracoccidioides_brasiliensis_pb18.Paracocci_br_Pb18_V2,Paracoccidioides brasiliensis Pb18,strain=Pb18,GCA_000150735,2014-10,2014-10,PRJNA28733,Scaffold,Broad Institute,29952540,8390,2.025270657
502779,1048829,Paracoccidioides_sp_lutzii_pb01.Paracocci_br_Pb01_V2,Paracoccidioides lutzii Pb01,strain=Pb01,GCA_000150705,2014-11,2014-11,PRJNA28731,Scaffold,Broad Institute,32925248,8826,2.079547101
35722,35722,Parasitella_parasitica.PP.v1,Parasitella parasitica,strain=CBS 412.66 substr. NGI-315 ade-,GCA_000938895,2015-08,2015-08,PRJEB7124,Scaffold,FRIEDRICH SCHILLER UNIVERSITY JENA,44910645,13408,2.325984591
664439,71150,Paxillus_involutus_atcc_200175.Paxillus_involutus_ATCC_200175_v1_0,Paxillus involutus ATCC 200175,strain=ATCC 200175,GCA_000827475,2015-12,2015-12,PRJNA60449,Scaffold,JGI,58300722,11700,3.412081567
930991,463315,Paxillus_rubicundulus_ve08_2h10.Paxillus_rubicundulus_Ve08_2h10_v1_0,Paxillus rubicundulus Ve08.2h10,strain=Ve08.2h10,GCA_000827395,2015-02,2015-02,PRJNA243391,Scaffold,DOE Joint Genome Institute,53011005,22024,3.084991679
104259,104259,Penicillium_brasilianum.Pbras_Allpaths-LG,Penicillium brasilianum,NA,GCA_001048715,2015-05,2015-05,PRJEB7514,Scaffold,HKI JENA,35888622,11427,1.847252622
1429867,5075,Penicillium_camemberti_fm_013.PCAMFM013_20131106,Penicillium camemberti FM 013,strain=FM 013,GCA_000513335,2015-07,2015-07,PRJEB4962,Scaffold,INRA-LIPM,35011981,14418,2.062110107
5076,5076,Penicillium_chrysogenum.ASM71027v1,Penicillium chrysogenum,strain=P2niaD18,GCA_000710275,2016-04,2016-04,PRJNA246057,Chromosome,Ruhr-Univeristaet Bochum,32525541,11198,1.797299298
1170230,36651,Penicillium_digitatum_pd1.PdigPd1_v1,Penicillium digitatum Pd1,strain=Pd1,GCA_000315645,2015-11,2015-11,PRJNA157543,Scaffold,Center for Genomic Regulation (CRG),26082141,8945,1.522939002
1170229,36651,Penicillium_digitatum_phi26.PdigPHI26_v1,Penicillium digitatum PHI26,strain=PHI26,GCA_000315665,2015-11,2015-11,PRJNA157541,Scaffold,Center for Genomic Regulation (CRG),25985128,9116,1.505228847
27334,27334,Penicillium_expansum_gca_000769735.ASM76973v1,Penicillium expansum,strain=d1,GCA_000769735,2014-11,2014-11,PRJNA255745,Contig,Center for Genomic Regulation (CRG),32065046,11023,1.759035181
27334,27334,Penicillium_expansum_gca_000769745.ASM76974v1,Penicillium expansum,strain=MD-8,GCA_000769745,2014-11,2014-11,PRJNA255747,Contig,Center for Genomic Regulation (CRG),32356048,11060,1.757262834
27334,27334,Penicillium_expansum.PEX1,Penicillium expansum,strain=CMP-1,GCA_000769755,2014-11,2014-11,PRJNA255744,Contig,Center for Genomic Regulation (CRG),31087040,10663,1.720771261
48697,48697,Penicillium_freii.ASM151392v1,Penicillium freii,strain=DAOM 242723,GCA_001513925,2016-10,2016-10,PRJNA277835,Scaffold,Agriculture and Agri-Food Canada,33546389,11739,1.754827006
5078,5078,Penicillium_griseofulvum.ASM156193v1,Penicillium griseofulvum,strain=PG3,GCA_001561935,2016-03,2016-03,PRJNA289974,Contig,University of Turin,29140916,9630,1.763515287
40296,40296,Penicillium_italicum.ASM76976v1,Penicillium italicum,strain=PHI-1,GCA_000769765,2014-11,2014-11,PRJNA255746,Contig,Center for Genomic Regulation (CRG),30164421,9996,1.669424617
229535,229535,Penicillium_nordicum.ASM127859v1,Penicillium nordicum,strain=DAOMC 185683,GCA_001278595,2015-10,2015-10,PRJNA277835,Scaffold,Agriculture and Agri-Food Canada,30844022,12959,2.026005547
933388,69781,Penicillium_oxalicum_114_2.pde_v1.0,Penicillium oxalicum 114-2,strain=114-2,GCA_000346795,2013-07,2013-07,PRJNA60877,Scaffold,"State Key Laboratory of Microbial Technology, Shandong University",30177368,9979,2.113659451
1365484,5082,Penicillium_roqueforti_fm164.PROQFM164_20130607,Penicillium roqueforti FM164,strain=FM164,GCA_000513255,2015-09,2015-09,PRJEB4023,Scaffold,INRA-LIPM,29010044,12319,2.055792594
500485,1108849,Penicillium_rubens_wisconsin_54_1255.PenChr_Nov2007,Penicillium rubens Wisconsin 54-1255,NA,GCA_000226395,2015-02,2015-02,PRJEA27927,Scaffold,"DSM Anti-Infectives, The Netherlands",32223735,12557,2.245196936
60172,60172,Penicillium_solitum.ASM95277v1,Penicillium solitum,strain=RS1,GCA_000952775,2015-03,2015-03,PRJNA225689,Contig,JCVI,32336814,10377,1.80496132
1229662,393283,Pestalotiopsis_fici_w106_1.PFICI,Pestalotiopsis fici W106-1,strain=W106-1,GCA_000516985,2014-04,2014-04,PRJNA174299,Scaffold,"Institute of microbiology, chinese academy of sciences",51910726,15413,1.437733017
1286976,223192,Phaeoacremonium_minimum_ucrpa7.UCRPA7V03,Phaeoacremonium minimum UCRPA7,strain=UCRPA7,GCA_000392275,2013-05,2013-05,PRJNA188116,Scaffold,UC Davis,47465449,8834,1.71066039
158046,158046,Phaeomoniella_chlamydospora.UCRPA7V1.0,Phaeomoniella chlamydospora,NA,GCA_001006345,2015-05,2015-05,PRJNA261774,Scaffold,University of California Davis,27513354,6907,1.427186588
321614,13684,Phaeosphaeria_nodorum.ASM14691v1,Parastagonospora nodorum SN15,strain=SN15,GCA_000146915,2008-01,2008-01,PRJNA13754,Scaffold,Broad Institute,37285498,12372,1.989667255
650164,231932,Phanerochaete_carnosa_hhb_10118_sp.Phanerochaete_carnosa_HHB-10118-Sp_v1_0,Phanerochaete carnosa HHB-10118-sp,strain=HHB-10118-sp,GCA_000300595,2012-10,2012-10,PRJNA38425,Scaffold,DOE Joint Genome Institute,46293325,13925,3.570531826
149040,149040,Phialocephala_scopiformis.Phisc1,Phialocephala scopiformis,strain=CBS 120377,GCA_001500285,2016-02,2016-02,PRJNA262390,Scaffold,DOE Joint Genome Institute,48876257,4453,1.768519769
1664694,1664694,Phialophora_attae.ASM129925v1,Phialophora attae,strain=CBS 131958,GCA_001299255,2015-10,2015-10,PRJNA286118,Contig,CBS-KNAW Fungal Biodiversity Centre,30363635,11848,1.107044949
745531,82310,Phlebiopsis_gigantea_11061_1_cr5_6.Phlgi1,Phlebiopsis gigantea 11061_1 CR5-6,strain=11061_1 CR5-6,GCA_000832265,2015-02,2015-02,PRJNA207860,Scaffold,DOE Joint Genome Institute,30143925,11855,4.200401563
4909,4909,Pichia_kudriavzevii.ASM76445v1,Pichia kudriavzevii,strain=SD108,GCA_000764455,2014-10,2014-10,PRJNA257499,Scaffold,"University of Illinois Urbana-Champaign, Carver Biotechnology Center",12940563,7107,0.9875357062
765440,80663,Piloderma_croceum_f_1598.Piloderma_croceum_F_1598_v1_0,Piloderma croceum F 1598,strain=F 1598,GCA_000827315,2015-02,2015-02,PRJNA61203,Scaffold,DOE Joint Genome Institute,59326866,21507,3.649991809
1109443,65672,Piriformospora_indica_dsm_11827.ASM31354v1,Serendipita indica DSM 11827,strain=DSM 11827,GCA_000313545,2012-02,2012-02,PRJEA76339,Scaffold,"Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München, Neuherberg, Germany",24979980,11763,3.813498663
765257,178872,Pisolithus_microcarpus_441.Pisolithus_microcarpus_441_v1_0,Pisolithus microcarpus 441,strain=441,GCA_000827275,2015-02,2015-02,PRJNA60815,Scaffold,JGI,53027657,20965,3.248319553
